object id,Region,CCG,Site name,Address ,Postcode ,longitude,latitude,certain or not,coordinate system,error
318,Midlands,NHS Lincolnshire CCG,John Coupland Hospital,"Ropery Road, Gainsborough, Lincolnshire",DN21 2TJ,-0.7827942,53.4068695,GEOMETRIC_CENTER,wgs84,
319,Midlands,NHS Lincolnshire CCG,Lincolnshire Showground,"Grange-de-Lings, Lincoln",LN2 2NA,-0.518807,53.284215,APPROXIMATE,wgs84,
320,Midlands,NHS Lincolnshire CCG,Louth Hospital,"High Holme Rd, Louth",LN11 0EU,-0.0045002,53.3711986,GEOMETRIC_CENTER,wgs84,
321,Midlands,NHS Lincolnshire CCG,Marisco Medical Practice,"Stanley Avenue,  Mablethorpe",LN12 1DP,0.2578698,53.3381912,GEOMETRIC_CENTER,wgs84,
322,Midlands,NHS Lincolnshire CCG,Springfields Events and Conference Centre,"Camelgate, Spalding, Lincolnshire",PE12 6ET,-0.1287869,52.7992149,GEOMETRIC_CENTER,wgs84,
323,Midlands,NHS Lincolnshire CCG,St Mary's Medical Centre,"Wharf Road, Stamford, Lincs",PE9 2DH,-0.4748687,52.651295,GEOMETRIC_CENTER,wgs84,
324,Midlands,NHS Lincolnshire CCG,The Storehouse Skegness,"North Parade, Skegness, Lincs  ",PE25 1BY,0.3458055,53.1476239,GEOMETRIC_CENTER,wgs84,
325,Midlands,NHS Lincolnshire CCG,The Table Tennis Club Grantham Meres,"Trent Rd, Grantham",NG31 7XQ,-0.6604359,52.9031813,GEOMETRIC_CENTER,wgs84,
326,Midlands,NHS North Staffordshire CCG,Ryecroft Surgery,"Ryecroft Surgery, Broad St, Newcastle-under-Lyme, Newcastle",ST5 2BQ,-2.2289328,53.0141827,ROOFTOP,wgs84,
327,Midlands,NHS North Warwickshire CCG,Atherstone Surgery,"1 Ratcliffe Road, Warwickshire",CV9 1EU,-1.5423389,52.5785097,ROOFTOP,wgs84,
328,Midlands,NHS Northamptonshire CCG,Brackley Medical Centre,"Wellington Rd, Brackley, Northants",NN13 6QZ,-1.1382976,52.0382319,GEOMETRIC_CENTER,wgs84,
329,Midlands,NHS Northamptonshire CCG,Danetre Medical Practice,"London Rd, Daventry ",NN11 4DY,-1.4703898,52.3825673,GEOMETRIC_CENTER,wgs84,
330,Midlands,NHS Northamptonshire CCG,Harborough Field Surgery,"160 Newton Road, Rushden",NN10 0GP,-0.5821297,52.2863059,ROOFTOP,wgs84,
331,Midlands,NHS Northamptonshire CCG,Kings Heath Centre,"North Oval, Northampton",NN5 7LN,-0.9220956,52.2566943,GEOMETRIC_CENTER,wgs84,
332,Midlands,NHS Northamptonshire CCG,Lakeside Cottingham Road Surgery,"Cottingham Road, Corby",NN17 2UR,-0.7088263,52.4911696,GEOMETRIC_CENTER,wgs84,
333,Midlands,NHS Northamptonshire CCG,Moulton Community Centre,"Moulton Community Centre, Sandy Hill Ln, Reedings, Moulton, Northampton ",NN7 3AX,-0.8417713,52.2901303,GEOMETRIC_CENTER,wgs84,
334,Midlands,NHS Northamptonshire CCG,Nene Valley Surgery,"Green Lane, Thrapston, Northants",NN14 4QL,-0.5368103,52.3993333,GEOMETRIC_CENTER,wgs84,
335,Midlands,NHS Northamptonshire CCG,Queensview Medical Centre,"Thornton Road, Kingsthorpe, Northampton", NN2 6LS,-0.9026795,52.2537175,GEOMETRIC_CENTER,wgs84,
336,Midlands,NHS Northamptonshire CCG,Queensway Medical Centre,"12-14 Olympic Way, Wellingborough, Northants",NN8 3QE,-0.7180616,52.3047715,RANGE_INTERPOLATED,wgs84,
337,Midlands,NHS Northamptonshire CCG,Weavers Medical,"Prospect House, 121 Lower Street, Kettering",NN16 8DN,-0.7339119,52.4012309,ROOFTOP,wgs84,
338,Midlands,NHS Northamptonshire CCG,Weedon Surgery,"57 New Croft, Weedon",NN7 4RX,-1.081435,52.2257615,ROOFTOP,wgs84,
339,Midlands,NHS Northamptonshire CCG,Woodsend Medical Centre,"School Place, Corby ",NN18 0QP,-0.7122126,52.4839577,GEOMETRIC_CENTER,wgs84,
340,Midlands,NHS Nottingham and Nottinghamshire CCG,Forest Recreation Ground,"Gregory Blvd,  Forest Fields, Nottinghamshire, Nottingham ",NG7 6LB,-1.1623045,52.9667929,GEOMETRIC_CENTER,wgs84,
341,Midlands,NHS Nottingham and Nottinghamshire CCG,"Joe Hallam Suite, Newark Showground","Lincoln Rd, Coddington, Newark",NG24 2NY,-0.7680443,53.0987095,GEOMETRIC_CENTER,wgs84,
342,Midlands,NHS Nottingham and Nottinghamshire CCG,Kings Meadow,"University of Nottingham, Kings Meadow Campus, Lenton Lane, Nottingham ",NG7 2NR,-1.1717358,52.9386074,ROOFTOP,wgs84,
343,Midlands,NHS Sandwell and West Birmingham CCG,Brasshouse Community Centre,"Brasshouse Lane, Smethwick",B66 1BA,-1.9707287,52.499667,GEOMETRIC_CENTER,wgs84,
344,Midlands,NHS Sandwell and West Birmingham CCG,Enki Medical ,"Orsborn House, 55 Terrace Rd",B19 1BP,-1.9213699,52.5013375,ROOFTOP,wgs84,
345,Midlands,NHS Sandwell and West Birmingham CCG,Portway Lifestyle Centre,"Newbury Lane, Oldbury",B69 1HE,-2.0324871,52.4965211,GEOMETRIC_CENTER,wgs84,
346,Midlands,NHS Sandwell and West Birmingham CCG,Whiteheath Medical Centre,"Badsey Road, Oldbury",B69 1EJ,-2.034854,52.4929821,GEOMETRIC_CENTER,wgs84,
347,Midlands,NHS Shropshire CCG,Bridgnorth Medical Practice,"Northgate Health Centre, Old Smithfield, Bridgnorth",WV16 4EN,-2.422865,52.5378915,ROOFTOP,wgs84,
348,Midlands,"NHS Shropshire,Telford and Wrekin CCG",Church Stretton Medical Practice,"Church Stretton Medical Practice, East Hope Road, Church Stretton",SY6 6BL,-2.805851,52.537855,GEOMETRIC_CENTER,wgs84,
349,Midlands,"NHS Shropshire,Telford and Wrekin CCG",Combat Stress,"Combat Stress, Audley Court, Audley Avenue, Newport",TF10 7BP,-2.3684692,52.7658996,GEOMETRIC_CENTER,wgs84,
350,Midlands,"NHS Shropshire,Telford and Wrekin CCG",Seven Fields Medical Practice,"Sundorne Rd, Shrewsbury ",SY1 4RQ,-2.7219868,52.7283654,GEOMETRIC_CENTER,wgs84,
351,Midlands,"NHS Shropshire,Telford and Wrekin CCG",Wellington Medical Practice,"Chapel Ln, Wellington, Telford",TF1 1PZ,-2.51457,52.699747,GEOMETRIC_CENTER,wgs84,
352,Midlands,"NHS Shropshire,Telford and Wrekin CCG",Wem & Prees Medical Practice (Prees Branch),"The Grocott Medical Centre, Whitchurch Road, Prees, Shropshire",SY13 2DG,-2.66377,52.901322,GEOMETRIC_CENTER,wgs84,
353,Midlands,NHS South East Staffordshire and Seisdon Peninsula CCG,Codsall Satelite Clinic,"Trinity Church, Histons Hill, Codsall, Wolverhamptron",WV8 2ER,-2.1950867,52.6253623,GEOMETRIC_CENTER,wgs84,
354,Midlands,NHS South East Staffordshire and Seisdon Peninsula CCG,Lichfield Cathedral,"Lichfield Cathedral, Chapter Office,19a The Close, Lichfield  Staffordshire,",WS13 7LD,-1.8303202,52.6854862,GEOMETRIC_CENTER,wgs84,
355,Midlands,NHS South Warwickshire CCG,Lisle Court Medical Centre,"Brunswick Street, Leamington Spa",CV31 2ES,-1.5288349,52.2772476,GEOMETRIC_CENTER,wgs84,
356,Midlands,NHS South Warwickshire CCG,Royal Leamington Spa Rehabilitation Hospital,"Heathcote Lane, Healthcote, Warwick",CV34 6SR,-1.5454803,52.2703628,GEOMETRIC_CENTER,wgs84,
357,Midlands,NHS South Warwickshire CCG,Southam Clinic,"Pendicke Street, Southam, Warwickshire",CV47 1PF,-1.3864818,52.2520121,GEOMETRIC_CENTER,wgs84,
358,Midlands,NHS South Warwickshire CCG,Stratford Hospital,"Arden Street, Stratford-upon-Avon",CV37 6NX,-1.711655,52.1948257,GEOMETRIC_CENTER,wgs84,
359,Midlands,NHS South Warwickshire CCG,The Warwickshire (Golf Club),"Leek Wootton, Warwick",CV35 7QT,-1.5767649,52.3175945,APPROXIMATE,wgs84,
360,Midlands,NHS Stafford and Surrounds CCG,County Showground,"Weston Road, Stafford",ST18 0BD,-2.0905398,52.8108032,GEOMETRIC_CENTER,wgs84,
361,Midlands,NHS Staffordshire and Stoke on Trent CCG,Biddulph Town Hall,"Biddulph Town Hall, High Street, Biddulph, Stoke-on-Trent",ST8 6AR,-2.1753922,53.116682,GEOMETRIC_CENTER,wgs84,
362,Midlands,NHS Staffordshire and Stoke on Trent CCG,Birchenwood Sports Centre,"Mount Road, Kidsgrove",ST7 4AY,-2.2273213,53.0882064,GEOMETRIC_CENTER,wgs84,
363,Midlands,NHS Staffordshire and Stoke on Trent CCG,Chasetown Medical Centre,"29-31 High Street, Chasetown, Burntwood",WS7 3XE,-1.9342442,52.6713973,ROOFTOP,wgs84,
364,Midlands,NHS Staffordshire and Stoke on Trent CCG,Coton Centre,"Comberford Road, Tamworth, Staffordshire",B79 9AA,-1.6991517,52.6458099,GEOMETRIC_CENTER,wgs84,
365,Midlands,NHS Staffordshire and Stoke on Trent CCG,JCB Compact Products,"Harewood Estate, Leek Road, Cheadle, Stoke-on-Trent",ST10 2JU,-2.0005845,52.9942193,ROOFTOP,wgs84,
366,Midlands,NHS Staffordshire and Stoke on Trent CCG,Longton Health Centre,"Drayton Road, Stoke on Trent",ST3 1EQ,-2.1357098,52.9928273,GEOMETRIC_CENTER,wgs84,
367,Midlands,NHS Staffordshire and Stoke on Trent CCG,Loomer Road Surgery,"Loomer Road Surgery, Loomer Road, Newcastle",ST5 7JS,-2.2481471,53.0358297,GEOMETRIC_CENTER,wgs84,
368,Midlands,NHS Staffordshire and Stoke on Trent CCG,Michelin MAC Sports and Conference Facility,"Michelin MAC Sports & Conference Facility, Rosetree Avenue, Trent Vale, Stoke-on-Trent ",ST4 6NL,-2.2065748,52.9823609,GEOMETRIC_CENTER,wgs84,
369,Midlands,NHS Staffordshire and Stoke on Trent CCG,Mossgreen Surgery,"Bentilee Neighbourhood  Centre, Dawlish Drive, Bentilee Stoke on Trent",ST2 0EU,-2.1285301,53.0130545,ROOFTOP,wgs84,
370,Midlands,NHS Staffordshire and Stoke on Trent CCG,Newcastle Under Lyme College,Knutton Lane,ST5 2GB,-2.2397606,53.0146555,GEOMETRIC_CENTER,wgs84,
371,Midlands,NHS Staffordshire and Stoke on Trent CCG,Roman Way Hotel,"Watling Street, Cannock  ",WS11 1SH,-1.9756791,52.6610201,GEOMETRIC_CENTER,wgs84,
372,Midlands,NHS Staffordshire and Stoke on Trent CCG,St Pauls Church,"St Pauls Church, Longton Hall Road, Stoke-on-Trent, Staffs ",ST3 2EL,-2.1528433,52.9830939,ROOFTOP,wgs84,
373,Midlands,NHS Stoke on Trent CCG,Furlong Medical Centre,"102 Furlong Rd, Tunstall, Stoke-on-Trent ",ST6 5UD,-2.2100229,53.0628319,ROOFTOP,wgs84,
374,Midlands,NHS Stoke on Trent CCG,Smallthorne Branch Surgery,"2 Baden Road, Small Thorne, Stoke on Trent",ST6 1SA,-2.1727204,53.0508351,ROOFTOP,wgs84,
375,Midlands,NHS Telford and Wrekin CCG,"Teldoc, Malinslee","Church Road, Malinslee, Telford",TF3 2JZ,-2.4632346,52.669286,GEOMETRIC_CENTER,wgs84,
376,Midlands,NHS Walsall CCG,Darlaston HC,"Darlaston Helath Centre, Pinfold Street, Darlaston, Walsall",WS10 8SY,-2.0378988,52.5657859,GEOMETRIC_CENTER,wgs84,
377,Midlands,NHS Walsall CCG,Keys Medical Centre,"Wellenhall Medical Centre, Field St, Willenhall",WV13 2NY,-2.0571962,52.5852726,GEOMETRIC_CENTER,wgs84,
378,Midlands,NHS Walsall CCG,Sycamore House ,"111 Birmingham Road, Walsall",WS1 2NL,-1.9683673,52.5768815,ROOFTOP,wgs84,
379,Midlands,NHS Warwickshire North CCG,Abbeygate Shopping Centre (Unit 6),"Unit 6, Abbeygate Shopping Centre, Newdegate Street, Nuneaton ",CV11 5AG,-1.4680556,52.5238889,GEOMETRIC_CENTER,wgs84,
380,Midlands,NHS Warwickshire North CCG,Bedworth Civic Hall,"Bedworth Civic Hall, High Street, Bedworth, Nuneaton ",CV12 8NF,-1.4714457,52.4786467,GEOMETRIC_CENTER,wgs84,
381,Midlands,NHS Warwickshire North CCG,Hazelwood Practice,"27 Parkfield Road, Colehill, Birmingham",B46 3LD,-1.7071459,52.4980298,ROOFTOP,wgs84,
382,Midlands,NHS Warwickshire North CCG,Polesworth HC,"Polesworth Health Centre, 2 High Street, Polesworth, Tamworth",B781DU,-1.6143425,52.6201602,ROOFTOP,wgs84,
383,Midlands,NHS West Leicestershire CCG,Charnwood Borough Council Offices,"Southfield Road, Loughborough ",LE11 2TX,-1.2050954,52.7690955,GEOMETRIC_CENTER,wgs84,
384,Midlands,NHS West Leicestershire CCG,Heath Lane Surgery,"Westfield Avenue, Earl Shilton, Leicester",LE9 7RT,-1.3221979,52.5767878,GEOMETRIC_CENTER,wgs84,
385,Midlands,NHS Wolverhampton CCG,Mayfield Medical Practice Branch,"The Surgery, Cromwell Road, Bushbury",WV10 8UT ,-2.1148303,52.6312486,ROOFTOP,wgs84,
386,Midlands,NHS Wolverhampton CCG,VW Active,"Aldersley Road, Wolverhampton",WV6 9NW,-2.1530359,52.604602,GEOMETRIC_CENTER,wgs84,
387,Midlands,NHS Wolverhampton CCG,Woodcross MC,"Woodcross Lane, Wolverhampton",WV14 9BX,-2.102976,52.5511414,GEOMETRIC_CENTER,wgs84,
388,Midlands ,NHS Birmingham and Solihull CCG,Bath Row Medical Practice,"30 Bath Row, Edgbaston",B15 1LZ,-1.9086401,52.4726473,ROOFTOP,wgs84,
389,Midlands ,NHS Birmingham and Solihull CCG,Greenridge Surgery,671 Yardley Wood Road Bilesley Birmingham,B13 0HN,-1.871512,52.4273193,ROOFTOP,wgs84,
390,Midlands ,NHS Birmingham and Solihull CCG,Iridium Medical Practice,"299 Bordesley Green, Stechford", B33 8TA,-1.8157949,52.4776649,ROOFTOP,wgs84,
391,Midlands ,NHS Birmingham and Solihull CCG,Khattak HUB,"The Memorial Health Centre, 309 Bolton Road, Small Heath, Birmingham",B10 0AU,-1.8640272,52.4665355,ROOFTOP,wgs84,
392,Midlands ,NHS Birmingham and Solihull CCG,Kingstanding Circle Surgery,Kingstanding Circle Surgery 26 Rough Road Kingstanding Birmingham ,B44 0UY,-1.8828749,52.5536673,ROOFTOP,wgs84,
393,Midlands ,NHS Birmingham and Solihull CCG,Poplars Surgery,"Poplars Surgery, 19 Holly Lane",B24 9JN,-1.8324028,52.5295083,ROOFTOP,wgs84,
394,Midlands ,NHS Birmingham and Solihull CCG,Yardley Green Medical Centre,"77 Yardley Green Road, Bordesley Green, Birmingham",B9 5PU,-1.8390869,52.4758567,ROOFTOP,wgs84,
395,Midlands ,NHS Coventry and Rugby CCG,Coventry and North Warwickshire Cricket Club,"Binley Road, Coventry",CV3 1HB,-1.4658386,52.4058231,GEOMETRIC_CENTER,wgs84,
396,Midlands ,NHS Coventry and Rugby CCG,Priory Gate Practice,"1st Floor, City Of Coventry Health Centre, (2 Stoney Stanton Road, Coventry )",CV1 4FS,-1.50528,52.4146439,ROOFTOP,wgs84,
397,Midlands ,NHS Derbyshire CCG,Babington Hospital,"Derby Road, Belper",DE56 1WH,-1.4826353,53.0145433,GEOMETRIC_CENTER,wgs84,
398,Midlands ,NHS Derbyshire CCG,Derby Arena,"Derby Arena - Sports Complex, Royal Way, Derby",DE24 8JB,-1.4463865,52.9126806,GEOMETRIC_CENTER,wgs84,
399,Midlands ,NHS Derbyshire CCG,Sharley Park Leisure Centre,"Market Street, Clay Cross, Chesterfield",S45 9LX,-1.4043275,53.1704051,GEOMETRIC_CENTER,wgs84,
400,Midlands ,NHS Derbyshire CCG,St Oswalds Hospital,"22 Clifton Road, Ashbourne",DE6 1DR,-1.7378906,53.0127845,ROOFTOP,wgs84,
401,Midlands ,NHS Derbyshire CCG,Thornbrook Surgery,"Thornbrook Surgery, Thornbrook Road, Chapel, Derbyshire",SK23 0RH,-1.911442,53.323224,GEOMETRIC_CENTER,wgs84,
402,Midlands ,NHS Herefordshire and Worcestershire CCG,BHI Parkside,"BHI Parkside, Stourbridge Road, Bromsgrove ",B61 0AZ,-2.0596683,52.3374742,GEOMETRIC_CENTER,wgs84,
403,Midlands ,"NHS Leicester, Leicestershire and Rutland CCG",Thorpe Astley,"Lakin Drive, Leicester",LE3 3RU,-1.2006818,52.6185925,GEOMETRIC_CENTER,wgs84,
404,Midlands ,NHS Lincolnshire CCG,Franklin Hall Spilsby,"Spilsby Franklin Hall, Halton Road, Spilsby, Lincolnshire",PE23 5LA,0.097676,53.172445,GEOMETRIC_CENTER,wgs84,
405,Midlands ,NHS Lincolnshire CCG,Portland Medical Practice,"60 Portland Street, Lincoln",LN5 7LB,-0.5399515,53.2241299,ROOFTOP,wgs84,
406,Midlands ,NHS Lincolnshire CCG,Rustons Sports and Social Club,"Rustons Sports and Social Club, Newark Road, Lincoln",LN6 8RN,-0.5743611,53.1966707,GEOMETRIC_CENTER,wgs84,
407,Midlands ,NHS Lincolnshire CCG,The Sidings Medical Practice,"Sleaford Road, Boston",PE21 8EG,-0.0455159,52.9761632,GEOMETRIC_CENTER,wgs84,
408,Midlands ,NHS Northamptonshire CCG,Christchurch MC,"Ardington Road, Northampton",NN1 5LT,-0.8684848,52.2428155,GEOMETRIC_CENTER,wgs84,
409,Midlands ,NHS Northamptonshire CCG,Grange Park Primary Care Centre,"Grange Park Primary Care Centre, Wilks Walk, Grange Park, Northampton",NN4 5DW,-0.8877861,52.1896829,GEOMETRIC_CENTER,wgs84,
410,Midlands ,NHS Northamptonshire CCG,Mawsley Medical Centre,"School Road, Mawsley, Kettering",NN14 1SN,-0.8140352,52.3756697,GEOMETRIC_CENTER,wgs84,
411,Midlands ,NHS Northamptonshire CCG,Western Favell HC,"Billingbrook Road, Western Favell, Northampton",NN3 8DW,-0.8340462,52.2626808,GEOMETRIC_CENTER,wgs84,
412,Midlands ,NHS Northamptonshire CCG,Whitefields Surgery,"Hunsbury Hill Road, Northampton Northamptonshire ",NN4 9UW,-0.9270018,52.2195654,GEOMETRIC_CENTER,wgs84,
413,Midlands ,NHS Nottingham and Nottinghamshire CCG,Ashfield Health & Wellbeing Centre,"Portland Street, Kirkby-In-Ashfield, Notts",NG17 7AE,-1.2479408,53.1000333,GEOMETRIC_CENTER,wgs84,
414,Midlands ,NHS Nottingham and Nottinghamshire CCG,Cripps Medical Cntre,"Cripps Health Centre, University Park, Nottingham",NG7 2QW,-1.1968012,52.943135,GEOMETRIC_CENTER,wgs84,
415,Midlands ,NHS Nottingham and Nottinghamshire CCG,Gamston Community Hall,"Gamston District Centre, Gamston, West Bridgford",NG2 6PS,-1.1001983,52.924201,GEOMETRIC_CENTER,wgs84,
416,Midlands ,NHS Nottingham and Nottinghamshire CCG,Richard Herrod Leisure Centre,"Foxhill Rd, Carlton, Nottingham",NG4 1RL,-1.1046965,52.9706769,GEOMETRIC_CENTER,wgs84,
417,Midlands ,NHS Sandwell and West Birmingham CCG,Cavendish Medical Practice,"Summerfield Primary Care Centre, 134 Heath St, Winson Green, Birmingham ",B18 7AL,-1.9374239,52.4876532,ROOFTOP,wgs84,
418,Midlands ,NHS Sandwell and West Birmingham CCG,City Hospital - Cardiac Rehab Gym,"Sheldon Block, Ground Floor, City Hospital, Dudley Road, Birmingham West Midlands",B18 7QH,-1.9312759,52.489376,GEOMETRIC_CENTER,wgs84,
419,Midlands ,NHS Sandwell and West Birmingham CCG,Lyng Community Centre,Frank Fisher Way Sandwell ,B70 7AW,-1.9981921,52.5162438,GEOMETRIC_CENTER,wgs84,
420,Midlands ,NHS South Warwickshire CCG,Hastings House Medical Centre,"Rivers Way, Wellesbourne, Warwick ",CV35 9RH,-1.5936827,52.1966232,GEOMETRIC_CENTER,wgs84,
421,Midlands ,NHS South Warwickshire CCG,Studley Village Hall,"High Street, Studley, Warwickshire",B80 7HJ,-1.8963046,52.2731963,GEOMETRIC_CENTER,wgs84,
422,Midlands ,NHS Staffordshire and Stoke on Trent CCG,Hanley Health Centre,"Upper Huntbach Street, Hanley, SOT",ST1 2BN,-2.1707692,53.0276859,GEOMETRIC_CENTER,wgs84,
423,Midlands ,NHS Staffordshire and Stoke on Trent CCG,Horsefair Practice Group Hillsprings Surgery,"Lovett Court, Rugeley,Staffs",WS15 2RH,-1.9470646,52.7678942,GEOMETRIC_CENTER,wgs84,
424,Midlands ,NHS Staffordshire and Stoke on Trent CCG,Park Medical Centre,"Park Medical Centre - Ball Haye Road, Leek, Staffordshire",ST13 6QR,-2.0205257,53.1072651,GEOMETRIC_CENTER,wgs84,
425,Midlands ,NHS Walsall CCG,Bloxwich Active Living Centre,"High Street, Walsall",WS3 2DA,-1.9803332,52.5833599,GEOMETRIC_CENTER,wgs84,
426,Midlands ,NHS Walsall CCG,Forrester Street Surgery,"1 Forrester Street, Walsall",WS2 9PL,-1.9949506,52.5859862,ROOFTOP,wgs84,
427,Midlands ,NHS Walsall CCG,Oak Park Leisure Centre,"Oak Park Leisure Centre, Coppice Road, Walsall Wood, Walsall ",WS9 9BH,-1.9279944,52.6312637,ROOFTOP,wgs84,
428,Midlands ,NHS Wolverhampton CCG,Alfred Squire Road HC,"The Health Centre, Alfred Squire Road, Wednesfield, Wolverhampton ",WV11 1XU,-2.0819298,52.5992671,ROOFTOP,wgs84,
429,Midlands ,NHS Wolverhampton CCG,Keats Grove Surgery,"17 Keats Grove, Wolverhampton",WV10 8LY,-2.0990915,52.6140409,ROOFTOP,wgs84,
430,Midlands ,NHS Wolverhampton CCG,Whitmore Reans HC,"Lowe Street, Wolverhampton",WV6 0QL,-2.1410743,52.5959148,GEOMETRIC_CENTER,wgs84,
431,North East and Yorkshire,NHS Barnsley CCG,Apollo Court Medical Centre,"Apollo Court Medical Centre, 45 High St, Dodworth, Barnsley ",S75 3RF,-1.5244376,53.5421944,ROOFTOP,wgs84,
432,North East and Yorkshire,NHS Barnsley CCG,Dearne Valley Group Practice,"Goldthorpe LIFT, Goldthorpe Green, Goldthorpe, Rotherham",S63 9EH,-1.3102551,53.5279427,GEOMETRIC_CENTER,wgs84,
433,North East and Yorkshire,NHS Barnsley CCG,Priory Campus,"BHF Lundwood, Priory Campus, Pontefract Road, Lundwood, Barnsley, South Yorkshire",S71 5PN,-1.4407529,53.5562152,ROOFTOP,wgs84,
434,North East and Yorkshire,NHS Bassetlaw CCG,Kilton Forest Community Centre,"15 Longhurst, Kilton, Worksop",S81 0DA,-1.1047814,53.318515,ROOFTOP,wgs84,
435,North East and Yorkshire,NHS Bassetlaw CCG,Newgate Practice,"Newgate St, Worksop",S80 1HP,-1.1198457,53.3010091,GEOMETRIC_CENTER,wgs84,
436,North East and Yorkshire,NHS Bassetlaw CCG,Retford Hospital Outpatients Department ,"Retford Hospital North Rd, Retford ",DN22 7XF,-0.9546871,53.3260422,GEOMETRIC_CENTER,wgs84,
437,North East and Yorkshire,NHS Bradford District and Craven CCG,Barkerend Health Centre,"Barkerend Rd, West Yorkshire, Bradford ",BD3 8QH,-1.7339431,53.7975684,GEOMETRIC_CENTER,wgs84,
438,North East and Yorkshire,NHS Bradford District and Craven CCG,Canalside Healthcare Centre,"2 Kingsway, Bingley, West Yorkshire",BD16 4RP,-1.8291704,53.8470233,ROOFTOP,wgs84,
439,North East and Yorkshire,NHS Bradford District and Craven CCG,Gateway House,"Gargrace Road, Skipton",BD23 1UD,-2.0315849,53.9630593,GEOMETRIC_CENTER,wgs84,
440,North East and Yorkshire,NHS Bradford District and Craven CCG,Long Lee,"Long Lee Surgery, Long Lee Lane, Long Lee, Keighley",BD21 4TT,-1.8893889,53.8589586,ROOFTOP,wgs84,
441,North East and Yorkshire,NHS Bradford District and Craven CCG,Low Moor,"29 The Plantations, Low Moor, Bradford",BD12 0TH,-1.7693472,53.7535944,ROOFTOP,wgs84,
442,North East and Yorkshire,NHS Bradford District and Craven CCG,Shipley Health Centre,"Alexandra Rd, Shipley ",BD18 3EG,-1.7813968,53.8329233,GEOMETRIC_CENTER,wgs84,
443,North East and Yorkshire,NHS Bradford District and Craven CCG,The Ridge,"The Ridge Medical Practice, Cousen Road, Bradford",BD7 3JX,-1.7803863,53.7809872,GEOMETRIC_CENTER,wgs84,
444,North East and Yorkshire,NHS Bradford District and Craven CCG,Whetley Medical Centre,"2 Saplin St, Manningham, Bradford ",BD8 9DW,-1.7776064,53.8034775,ROOFTOP,wgs84,
445,North East and Yorkshire,NHS Bradford District and Craven CCG,Windhill Green Emerald Suite,"2 Thackley Old Rd, Shipley",BD18 1QB,-1.7567855,53.8388759,ROOFTOP,wgs84,
446,North East and Yorkshire,NHS Bradford District and Craven CCG,Woodroyd Medical Practice,"Woodroyd Centre, Woodroyd Road, Bradford ",BD5 8EL,-1.7536046,53.7748999,GEOMETRIC_CENTER,wgs84,
447,North East and Yorkshire,NHS Calderdale CCG,Bankfield Surgery,"Huddersfield Road, Elland",HX5 9BA,-1.8354034,53.6854737,GEOMETRIC_CENTER,wgs84,
448,North East and Yorkshire,NHS Calderdale CCG,Northowram Surgery,"Northowram Green, Halifax",HX3 7JE,-1.8308396,53.7428117,GEOMETRIC_CENTER,wgs84,
449,North East and Yorkshire,NHS Calderdale CCG,Nursery Lane Medical Centre,"Nursery Ln, Ovenden, Halifax",HX3 5TE,-1.8843414,53.7407281,GEOMETRIC_CENTER,wgs84,
450,North East and Yorkshire,NHS Calderdale CCG,Spring Hall Surgery,"173 Spring Hall Lane, Halifax",HX1 4JG,-1.892791,53.7212695,ROOFTOP,wgs84,
451,North East and Yorkshire,NHS Calderdale CCG,Todmorden Group Practice,"Lower George Street, Todmorden",OL14 5RN,-2.0923816,53.7139134,GEOMETRIC_CENTER,wgs84,
452,North East and Yorkshire,NHS County Durham CCG,Auckland Medical Group,"The Old Firehouse, Watling Road, Bishop Auckland",DL14 6RP,-1.6799412,54.6489099,ROOFTOP,wgs84,
453,North East and Yorkshire,NHS County Durham CCG,Bowburn Community Centre,"Durham Road, Bowburn",DH6 5AT,-1.5256699,54.7345782,GEOMETRIC_CENTER,wgs84,
454,North East and Yorkshire,NHS County Durham CCG,Brandon lane Surgery building,"Stack Garth, Durham",DH78SJ,-1.6247357,54.7570087,GEOMETRIC_CENTER,wgs84,
455,North East and Yorkshire,NHS County Durham CCG,Claypath & University Medical Group,"University Health Centre, Green Lane, Old Elvet, Durham",DH1 3JU,-1.5648622,54.7736667,ROOFTOP,wgs84,
456,North East and Yorkshire,NHS County Durham CCG,Jubilee Medical Centre,"Cobblers Hall Surgery, Carers Way, Newton Aycliffe",DL5 4SE,-1.5805985,54.6303355,ROOFTOP,wgs84,
457,North East and Yorkshire,NHS County Durham CCG,North House Surgery,"Hope Street, Crook, County Durham",DL15 9HU,-1.7471678,54.7163976,GEOMETRIC_CENTER,wgs84,
458,North East and Yorkshire,NHS County Durham CCG,Pelton & Fellrose Medical Group,"Fellrose Surgery, Craghead Road, Chester le Street",DH2 2NH,-1.6072449,54.8587133,ROOFTOP,wgs84,
459,North East and Yorkshire,NHS County Durham CCG,Peterlee Health Centre,"Bede Way, Peterlee.",SR8 1AD,-1.3343927,54.7570372,GEOMETRIC_CENTER,wgs84,
460,North East and Yorkshire,NHS County Durham CCG,Peterlee Health Centre,"St Cuthbert's Road, Peterlee",SR8 1AD,-1.3326729,54.7578596,GEOMETRIC_CENTER,wgs84,
461,North East and Yorkshire,NHS County Durham CCG,Richardson Community Hospital,"Victoria Road, Barnard Castle, Co Durham",DL12 8HT,-1.9177264,54.5461667,GEOMETRIC_CENTER,wgs84,
